TX	Nacogdoches	48347	0	30290	0	0	0	35392	0	0	0	30326	0	0	0	28046	0	0	0	36362	0	0	0	46786	0	0	0	54753	0	0	0	59203	0	0	0	64524	0	0	0	36362	0	0
NE	Nance	31125	0	8718	0	0	0	7653	0	0	0	6512	0	0	0	5635	0	0	0	5142	0	0	0	4740	0	0	0	4275	0	0	0	4038	0	0	0	3735	0	0	0	5142	0	0
MA	Nantucket	25019	0	3678	0	0	0	3401	0	0	0	3484	0	0	0	3559	0	0	0	3774	0	0	0	5087	0	0	0	6012	0	0	0	9520	0	0	0	10172	0	0	0	3774	0	0
CA	Napa	6055	0	22897	0	0	0	28503	0	0	0	46603	0	0	0	65890	0	0	0	79140	0	0	0	99199	0	0	0	110765	0	0	0	124279	0	0	0	136484	0	0	0	79140	0	0
NC	Nash	37127	0	52782	0	0	0	55608	0	0	0	59919	0	0	0	61002	0	0	0	59122	0	0	0	67153	0	0	0	76677	0	0	0	87420	0	0	0	95840	0	0	0	59122	0	0
FL	Nassau	12089	0	9375	0	0	0	10826	0	0	0	12811	0	0	0	17189	0	0	0	20626	0	0	0	32894	0	0	0	43941	0	0	0	57663	0	0	0	73314	0	0	0	20626	0	0
NY	Nassau	36059	0	303053	0	0	0	406748	0	0	0	672765	0	0	0	1300171	0	0	0	1428080	0	0	0	1321582	0	0	0	1287348	0	0	0	1334544	0	0	0	1339532	0	0	0	1428838	0	0
LA	Natchitoches	22069	0	38477	0	0	0	40997	0	0	0	38144	0	0	0	35653	0	0	0	35219	0	0	0	39863	0	0	0	36689	0	0	0	39080	0	0	0	39566	0	0	0	35219	0	0
WY	Natrona	56025	0	24272	0	0	0	23858	0	0	0	31437	0	0	0	49623	0	0	0	51264	0	0	0	71856	0	0	0	61226	0	0	0	66533	0	0	0	75450	0	0	0	51264	0	0
AZ	Navajo	4017	0	21202	0	0	0	25309	0	0	0	29446	0	0	0	37994	0	0	0	47715	0	0	0	67629	0	0	0	77658	0	0	0	97470	0	0	0	107449	0	0	0	47559	0	0
TX	Navarro	48349	0	60507	0	0	0	51308	0	0	0	39916	0	0	0	34423	0	0	0	31150	0	0	0	35323	0	0	0	39926	0	0	0	45124	0	0	0	47735	0	0	0	31150	0	0
KY	Nelson	21179	0	16551	0	0	0	18004	0	0	0	19521	0	0	0	22168	0	0	0	23477	0	0	0	27584	0	0	0	29710	0	0	0	37477	0	0	0	43437	0	0	0	23477	0	0
ND	Nelson	38063	0	10203	0	0	0	9129	0	0	0	8090	0	0	0	7034	0	0	0	5776	0	0	0	5233	0	0	0	4410	0	0	0	3715	0	0	0	3126	0	0	0	5807	0	0
VA	Nelson	51125	0	16345	0	0	0	16241	0	0	0	14042	0	0	0	12752	0	0	0	11702	0	0	0	12204	0	0	0	12778	0	0	0	14445	0	0	0	15020	0	0	0	11702	0	0
KS	Nemaha	20131	0	18342	0	0	0	16761	0	0	0	14341	0	0	0	12897	0	0	0	11825	0	0	0	11211	0	0	0	10446	0	0	0	10717	0	0	0	10178	0	0	0	11825	0	0
NE	Nemaha	31127	0	12356	0	0	0	12781	0	0	0	10973	0	0	0	9099	0	0	0	8976	0	0	0	8367	0	0	0	7980	0	0	0	7576	0	0	0	7248	0	0	0	8976	0	0
KS	Neosho	20133	0	22665	0	0	0	22210	0	0	0	20348	0	0	0	19455	0	0	0	18812	0	0	0	18967	0	0	0	17035	0	0	0	16997	0	0	0	16512	0	0	0	18812	0	0
MS	Neshoba	28099	0	26691	0	0	0	27882	0	0	0	25730	0	0	0	20927	0	0	0	20802	0	0	0	23789	0	0	0	24800	0	0	0	28684	0	0	0	29676	0	0	0	20802	0	0
KS	Ness	20135	0	8358	0	0	0	6864	0	0	0	6322	0	0	0	5470	0	0	0	4791	0	0	0	4498	0	0	0	4033	0	0	0	3454	0	0	0	3107	0	0	0	4791	0	0
AR	Nevada	5099	0	20407	0	0	0	19869	0	0	0	14781	0	0	0	10700	0	0	0	10111	0	0	0	11097	0	0	0	10101	0	0	0	9955	0	0	0	8997	0	0	0	10111	0	0
CA	Nevada	6057	0	10596	0	0	0	19283	0	0	0	19888	0	0	0	20911	0	0	0	26346	0	0	0	51645	0	0	0	78510	0	0	0	92033	0	0	0	98764	0	0	0	26346	0	0
DE	New Castle	10003	0	161032	0	0	0	179562	0	0	0	218879	0	0	0	307446	0	0	0	385856	0	0	0	398115	0	0	0	441946	0	0	0	500265	0	0	0	538479	0	0	0	385856	0	0
NC	New Hanover	37129	0	43010	0	0	0	47935	0	0	0	63272	0	0	0	71742	0	0	0	82996	0	0	0	103471	0	0	0	120284	0	0	0	160307	0	0	0	202667	0	0	0	82996	0	0
CT	New Haven	9009	0	463449	0	0	0	484316	0	0	0	545784	0	0	0	660315	0	0	0	744948	0	0	0	761337	0	0	0	804219	0	0	0	824008	0	0	0	862477	0	0	0	744948	0	0
