MN	Hennepin	27053	0	517785	0	0	0	568899	0	0	0	676579	0	0	0	842854	0	0	0	960080	0	0	0	941411	0	0	0	1032431	0	0	0	1116200	0	0	0	1152425	0	0	0	960080	0	0
VA	Henrico	51087	0	30310	0	0	0	41960	0	0	0	57340	0	0	0	117339	0	0	0	154364	0	0	0	180735	0	0	0	217881	0	0	0	262300	0	0	0	306935	0	0	0	154463	0	0
AL	Henry	1067	0	22820	0	0	0	21912	0	0	0	18674	0	0	0	15286	0	0	0	13254	0	0	0	15302	0	0	0	15374	0	0	0	16310	0	0	0	17302	0	0	0	13254	0	0
GA	Henry	13151	0	15924	0	0	0	15119	0	0	0	15857	0	0	0	17619	0	0	0	23724	0	0	0	36309	0	0	0	58741	0	0	0	119341	0	0	0	203922	0	0	0	23724	0	0
IA	Henry	19087	0	17660	0	0	0	17994	0	0	0	18708	0	0	0	18187	0	0	0	18114	0	0	0	18890	0	0	0	19226	0	0	0	20336	0	0	0	20145	0	0	0	18114	0	0
IL	Henry	17073	0	43851	0	0	0	43798	0	0	0	46492	0	0	0	49317	0	0	0	53217	0	0	0	57968	0	0	0	51159	0	0	0	51020	0	0	0	50486	0	0	0	53217	0	0
IN	Henry	18065	0	35238	0	0	0	40208	0	0	0	45505	0	0	0	48899	0	0	0	52603	0	0	0	53336	0	0	0	48139	0	0	0	48508	0	0	0	49462	0	0	0	52603	0	0
KY	Henry	21103	0	12564	0	0	0	12220	0	0	0	11394	0	0	0	10987	0	0	0	10910	0	0	0	12740	0	0	0	12823	0	0	0	15060	0	0	0	15416	0	0	0	10910	0	0
MO	Henry	29083	0	22931	0	0	0	22313	0	0	0	20043	0	0	0	19226	0	0	0	18451	0	0	0	19672	0	0	0	20044	0	0	0	21997	0	0	0	22272	0	0	0	18451	0	0
OH	Henry	39069	0	22524	0	0	0	22756	0	0	0	22423	0	0	0	25392	0	0	0	27058	0	0	0	28383	0	0	0	29108	0	0	0	29210	0	0	0	28215	0	0	0	27058	0	0
TN	Henry	47079	0	26432	0	0	0	25877	0	0	0	23828	0	0	0	22275	0	0	0	23749	0	0	0	28656	0	0	0	27888	0	0	0	31115	0	0	0	32330	0	0	0	23749	0	0
VA	Henry	51089	0	20088	0	0	0	26481	0	0	0	31219	0	0	0	40335	0	0	0	50901	0	0	0	57654	0	0	0	56942	0	0	0	57930	0	0	0	54151	0	0	0	50901	0	0
NY	Herkimer	36043	0	64006	0	0	0	59527	0	0	0	61407	0	0	0	66370	0	0	0	67633	0	0	0	66714	0	0	0	65797	0	0	0	64427	0	0	0	64519	0	0	0	67407	0	0
FL	Hernando	12053	0	4948	0	0	0	5641	0	0	0	6693	0	0	0	11205	0	0	0	17004	0	0	0	44469	0	0	0	101115	0	0	0	130802	0	0	0	172778	0	0	0	17004	0	0
NC	Hertford	37091	0	17542	0	0	0	19352	0	0	0	21453	0	0	0	22718	0	0	0	23529	0	0	0	23368	0	0	0	22523	0	0	0	22601	0	0	0	24669	0	0	0	24439	0	0
ND	Hettinger	38041	0	8796	0	0	0	7457	0	0	0	7100	0	0	0	6317	0	0	0	5075	0	0	0	4275	0	0	0	3445	0	0	0	2715	0	0	0	2477	0	0	0	5075	0	0
KY	Hickman	21105	0	8725	0	0	0	9142	0	0	0	7778	0	0	0	6747	0	0	0	6264	0	0	0	6065	0	0	0	5566	0	0	0	5262	0	0	0	4902	0	0	0	6264	0	0
TN	Hickman	47081	0	13613	0	0	0	14873	0	0	0	13353	0	0	0	11862	0	0	0	12096	0	0	0	15151	0	0	0	16754	0	0	0	22295	0	0	0	24690	0	0	0	12096	0	0
MO	Hickory	29085	0	6430	0	0	0	6506	0	0	0	5387	0	0	0	4516	0	0	0	4481	0	0	0	6367	0	0	0	7335	0	0	0	8940	0	0	0	9627	0	0	0	4481	0	0
NM	Hidalgo	35023	0	5023	0	0	0	4821	0	0	0	5095	0	0	0	4961	0	0	0	4734	0	0	0	6049	0	0	0	5958	0	0	0	5932	0	0	0	4894	0	0	0	4734	0	0
TX	Hidalgo	48215	0	77004	0	0	0	106059	0	0	0	160446	0	0	0	180904	0	0	0	181535	0	0	0	283229	0	0	0	383545	0	0	0	569463	0	0	0	774769	0	0	0	181535	0	0
OH	Highland	39071	0	25416	0	0	0	27099	0	0	0	28188	0	0	0	29716	0	0	0	28996	0	0	0	33477	0	0	0	35728	0	0	0	40875	0	0	0	43589	0	0	0	28996	0	0
VA	Highland	51091	0	4525	0	0	0	4875	0	0	0	4069	0	0	0	3221	0	0	0	2529	0	0	0	2937	0	0	0	2635	0	0	0	2536	0	0	0	2321	0	0	0	2529	0	0
FL	Highlands	12055	0	9192	0	0	0	9246	0	0	0	13636	0	0	0	21338	0	0	0	29507	0	0	0	47526	0	0	0	68432	0	0	0	87366	0	0	0	98786	0	0	0	29507	0	0
MT	Hill	30041	0	13775	0	0	0	13304	0	0	0	14285	0	0	0	18653	0	0	0	17358	0	0	0	17985	0	0	0	17654	0	0	0	16673	0	0	0	16096	0	0	0	17358	0	0
TX	Hill	48217	0	43036	0	0	0	38355	0	0	0	31282	0	0	0	23650	0	0	0	22596	0	0	0	25024	0	0	0	27146	0	0	0	32321	0	0	0	35089	0	0	0	22596	0	0
FL	Hillsborough	12057	0	153519	0	0	0	180148	0	0	0	249894	0	0	0	397788	0	0	0	490265	0	0	0	646960	0	0	0	834054	0	0	0	998948	0	0	0	1229226	0	0	0	490265	0	0
NH	Hillsborough	33011	0	140165	0	0	0	144888	0	0	0	156987	0	0	0	178161	0	0	0	223941	0	0	0	276608	0	0	0	336073	0	0	0	380841	0	0	0	400721	0	0	0	223941	0	0
MI	Hillsdale	26059	0	27417	0	0	0	29092	0	0	0	31916	0	0	0	34742	0	0	0	37171	0	0	0	42071	0	0	0	43431	0	0	0	46527	0	0	0	46688	0	0	0	37171	0	0
MS	Hinds	28049	0	85118	0	0	0	107273	0	0	0	142164	0	0	0	187045	0	0	0	214973	0	0	0	250998	0	0	0	254441	0	0	0	250800	0	0	0	245285	0	0	0	214973	0	0
CO	Hinsdale	8053	0	449	0	0	0	349	0	0	0	263	0	0	0	208	0	0	0	202	0	0	0	408	0	0	0	467	0	0	0	790	0	0	0	843	0	0	0	202	0	0
NE	Hitchcock	31087	0	7269	0	0	0	6404	0	0	0	5867	0	0	0	4829	0	0	0	4051	0	0	0	4079	0	0	0	3750	0	0	0	3111	0	0	0	2908	0	0	0	4051	0	0
OH	Hocking	39073	0	20407	0	0	0	21504	0	0	0	19520	0	0	0	20168	0	0	0	20322	0	0	0	24304	0	0	0	25533	0	0	0	28241	0	0	0	29380	0	0	0	20322	0	0
TX	Hockley	48219	0	9298	0	0	0	12693	0	0	0	20407	0	0	0	22340	0	0	0	20396	0	0	0	23230	0	0	0	24199	0	0	0	22716	0	0	0	22935	0	0	0	20396	0	0
KS	Hodgeman	20083	0	4157	0	0	0	3535	0	0	0	3310	0	0	0	3115	0	0	0	2662	0	0	0	2269	0	0	0	2177	0	0	0	2085	0	0	0	1916	0	0	0	2662	0	0
NC	Hoke	37093	0	14244	0	0	0	14937	0	0	0	15756	0	0	0	16356	0	0	0	16436	0	0	0	20383	0	0	0	22856	0	0	0	33646	0	0	0	46952	0	0	0	16436	0	0
FL	Holmes	12059	0	12924	0	0	0	15447	0	0	0	13988	0	0	0	10844	0	0	0	10720	0	0	0	14723	0	0	0	15778	0	0	0	18564	0	0	0	19927	0	0	0	10720	0	0
MS	Holmes	28051	0	38534	0	0	0	39710	0	0	0	33301	0	0	0	27096	0	0	0	23120	0	0	0	22970	0	0	0	21604	0	0	0	21609	0	0	0	19198	0	0	0	23120	0	0
OH	Holmes	39075	0	16726	0	0	0	17876	0	0	0	18760	0	0	0	21591	0	0	0	23024	0	0	0	29416	0	0	0	32849	0	0	0	38943	0	0	0	42366	0	0	0	23024	0	0
MO	Holt	29087	0	12720	0	0	0	12476	0	0	0	9833	0	0	0	7885	0	0	0	6654	0	0	0	6882	0	0	0	6034	0	0	0	5351	0	0	0	4912	0	0	0	6654	0	0
NE	Holt	31089	0	16509	0	0	0	16552	0	0	0	14859	0	0	0	13722	0	0	0	12933	0	0	0	13552	0	0	0	12599	0	0	0	11551	0	0	0	10435	0	0	0	12933	0	0
HI	Honolulu	15003	0	202887	0	0	0	257696	0	0	0	353020	0	0	0	500409	0	0	0	629176	0	0	0	762565	0	0	0	836231	0	0	0	876156	0	0	0	953207	0	0	0	630528	0	0
TX	Hood	48221	0	6779	0	0	0	6674	0	0	0	5287	0	0	0	5443	0	0	0	6368	0	0	0	17714	0	0	0	28981	0	0	0	41100	0	0	0	51182	0	0	0	6368	0	0
OR	Hood River	41027	0	8938	0	0	0	11580	0	0	0	12740	0	0	0	13395	0	0	0	13187	0	0	0	15835	0	0	0	16903	0	0	0	20411	0	0	0	22346	0	0	0	13187	0	0
NE	Hooker	31091	0	1180	0	0	0	1253	0	0	0	1061	0	0	0	1130	0	0	0	939	0	0	0	990	0	0	0	793	0	0	0	783	0	0	0	736	0	0	0	939	0	0
AK	Hoonah-Angoon	2105	2	0	5091	0	2	0	5091	0	2	0	5091	0	1	2945	5087	0	1	2660	5084	0	1	3478	5084	0	1	4385	5084	0	1	3436	5084	0	0	2150	0	0	1	2792	5084	0
VA	Hopewell	51670	0	11327	0	0	0	8679	0	0	0	10219	0	0	0	17895	0	0	0	23471	0	0	0	23397	0	0	0	23101	0	0	0	22354	0	0	0	22591	0	0	0	23471	0	0
KY	Hopkins	21107	0	37449	0	0	0	37789	0	0	0	38815	0	0	0	38458	0	0	0	38167	0	0	0	46174	0	0	0	46126	0	0	0	46519	0	0	0	46920	0	0	0	38167	0	0
TX	Hopkins	48223	0	29410	0	0	0	30274	0	0	0	23490	0	0	0	18594	0	0	0	20710	0	0	0	25247	0	0	0	28833	0	0	0	31960	0	0	0	35161	0	0	0	20710	0	0
SC	Horry	45051	0	39376	0	0	0	51951	0	0	0	59820	0	0	0	68247	0	0	0	69992	0	0	0	101419	0	0	0	144053	0	0	0	196629	0	0	0	269291	0	0	0	69992	0	0
AR	Hot Spring	5059	0	18105	0	0	0	18916	0	0	0	22181	0	0	0	21893	0	0	0	21963	0	0	0	26819	0	0	0	26115	0	0	0	30353	0	0	0	32923	0	0	0	21963	0	0
WY	Hot Springs	56017	0	5476	0	0	0	4607	0	0	0	5250	0	0	0	6365	0	0	0	4952	0	0	0	5710	0	0	0	4809	0	0	0	4882	0	0	0	4812	0	0	0	4952	0	0
MI	Houghton	26061	0	52851	0	0	0	47631	0	0	0	39771	0	0	0	35654	0	0	0	34652	0	0	0	37872	0	0	0	35446	0	0	0	36016	0	0	0	36628	0	0	0	34652	0	0
